Date	Close	Open	High	Low	Volume	Adj Close
6/1/2023	15.88	15.5	15.88	15.5	0	14.38
6/2/2023	16.1	15.55	16.1	15.55	650	14.6
6/5/2023	16.15	16.1	16.15	16.1	10	14.65
6/8/2023	16.15	16.15	16.15	16.15	160	14.65
6/9/2023	16.19	16.19	16.19	16.19	10	14.69
6/14/2023	16.1	16	16.1	15.8	470	14.6
6/19/2023	15.5	15.8	15.98	15.5	120	14
6/20/2023	16.09	16.09	16.09	16.09	0	14.59
6/21/2023	15.76	15.52	16.08	15.52	660	14.26
6/23/2023	16	16	16	16	0	14.5
6/26/2023	15.55	16	16	15.55	480	14.05
6/27/2023	16	16	16	16	0	14.5
7/5/2023	16	16	16	16	60	14.5
7/6/2023	16	16	16	16	1580	14.5
7/7/2023	15.95	15.95	16	15.95	330	14.45
7/10/2023	15.95	15.8	15.95	15.8	310	14.45
7/11/2023	16.2	16	16.39	16	1540	14.7
7/14/2023	15.8	15.88	15.88	15.8	1000	14.3
7/17/2023	16.4	16.4	16.4	16.4	10	14.9
7/18/2023	16.38	16.2	16.4	16.2	1320	14.88
7/20/2023	16.38	16.38	16.38	16.38	1140	14.88
7/21/2023	16.4	16.38	16.4	16.38	620	14.9
7/26/2023	16.39	16.3	16.39	16.3	1300	14.89
7/28/2023	16.39	16.39	16.39	16.39	810	14.89
7/31/2023	16.4	16.4	16.4	16.39	6490	14.9
8/1/2023	16.6	16.4	16.68	16.4	2010	15.1
8/4/2023	16.4	16.5	16.5	16.4	720	14.9
8/7/2023	16.38	16.38	16.38	16.12	450	14.88
8/8/2023	16.39	16.38	16.39	16.38	1310	14.89
8/9/2023	16.39	16.39	16.39	16.39	650	14.89
8/10/2023	16.3	16.3	16.38	16.3	420	14.8
8/15/2023	16.4	16.3	16.4	16.3	1020	14.9
8/17/2023	16.39	16.39	16.39	16.39	510	14.89
8/18/2023	16.3	16.39	16.39	16.3	300	14.8
8/21/2023	16.35	16.39	16.39	16.35	580	14.85
8/22/2023	16.39	16.39	16.39	16.39	220	14.89
8/23/2023	16.39	16.3	16.39	16.2	110	14.89
8/24/2023	16.39	16.2	16.39	16.2	110	14.89
8/28/2023	16.39	16.38	16.39	16.38	330	14.89
8/29/2023	16.39	16.39	16.39	16.39	230	14.89
8/31/2023	16.39	16.39	16.39	16.38	3580	14.89
9/1/2023	16.32	16.32	16.32	16.32	20	14.82
9/4/2023	16.7	16.39	16.7	16.39	3550	15.2
9/5/2023	16.65	16.7	16.7	16.41	380	15.15
9/6/2023	16.65	16.6	16.65	16.6	450	15.15
9/7/2023	16.5	16.45	16.5	16.32	430	15
9/8/2023	16.44	16.32	16.44	16.32	50	14.94
9/11/2023	16.5	16.32	16.5	16.32	220	15
9/12/2023	16.5	16.5	16.5	16.32	390	15
9/13/2023	16.65	16.5	16.65	16.5	590	15.15
9/14/2023	16.65	16.65	16.65	16.51	120	15.15
9/15/2023	16.62	16.62	16.62	16.6	1060	15.12
9/18/2023	16.65	16.65	16.65	16.65	60	15.15
9/19/2023	16.6	16.6	16.6	16.6	2200	15.1
9/20/2023	16.6	16.51	16.6	16.51	160	15.1
9/21/2023	16.51	16.51	16.51	16.51	540	15.01
9/28/2023	16.55	16.45	16.55	16.45	980	15.05
9/29/2023	16.35	16.35	16.35	16.35	90	14.85
10/2/2023	16.35	16.32	16.35	16.32	200	14.85
10/3/2023	16.55	16.55	16.55	16.55	0	15.05
10/5/2023	16.59	16.58	16.59	16.58	170	15.09
10/6/2023	16.59	16.59	16.59	16.59	300	15.09
10/9/2023	16.5	16.5	16.5	16.5	230	15
10/10/2023	16.5	16.5	16.5	16.5	170	15
10/11/2023	16.49	16.5	16.5	16.17	400	14.99
10/12/2023	16.49	16.17	16.49	16.17	320	14.99
10/27/2023	16.17	16.17	16.17	16	1250	14.67
10/30/2023	16.5	16.17	16.5	16.17	10	15
11/1/2023	17.4	17.4	17.4	17.4	0	15.9
11/2/2023	16.7	16.4	16.7	16.4	1170	15.2
11/3/2023	16.4	16.4	16.4	16.4	500	14.9
11/6/2023	16.4	16.67	16.67	16.4	800	14.9
11/10/2023	16.2	16.2	16.2	16.2	0	14.7
11/13/2023	16	16.21	16.21	16	260	14.5
11/14/2023	16.4	16.4	16.4	16.4	0	14.9
11/15/2023	16.4	16.4	16.4	16.4	10	14.9
11/16/2023	16.1	16.11	16.11	16.1	180	14.6
11/17/2023	16.39	16.1	16.39	16	230	14.89
11/22/2023	16.39	16.01	16.39	16.01	90	14.89
11/23/2023	16.38	16.39	16.39	16.38	370	14.88
12/5/2023	16.38	16.1	16.38	16.1	460	14.88
